img,act_class,act_name
092937599.jpg,occupation,moving carrying or pushing heavy objects 75 lbs or more only active time (e.g. desks moving van
055676289.jpg,occupation,moving carrying or pushing heavy objects 75 lbs or more only active time (e.g. desks moving van
057161269.jpg,occupation,moving carrying or pushing heavy objects 75 lbs or more only active time (e.g. desks moving van
027997909.jpg,,
076949293.jpg,bicycling,bicycling general
018704375.jpg,bicycling,bicycling general
032367924.jpg,,
042543644.jpg,,
050761038.jpg,,
024240973.jpg,bicycling,bicycling general
011483682.jpg,bicycling,bicycling general
061062004.jpg,bicycling,bicycling general
028863055.jpg,,
058123822.jpg,,
015436272.jpg,,
048114010.jpg,water activities,paddle boat
053258943.jpg,water activities,paddle boat
005182354.jpg,water activities,paddle boat
033660428.jpg,water activities,paddle boat
013441468.jpg,water activities,paddle boat
006337497.jpg,conditioning exercise,calisthenics
098996023.jpg,conditioning exercise,calisthenics
032235384.jpg,,
080987445.jpg,,
025464065.jpg,music playing,piano sitting
068150272.jpg,music playing,piano sitting
076022786.jpg,music playing,piano sitting
059563874.jpg,music playing,piano sitting
047157619.jpg,music playing,piano sitting
041184091.jpg,music playing,piano sitting
034886827.jpg,,
092952914.jpg,,
083061941.jpg,music playing,piano sitting
096502691.jpg,,
012429722.jpg,,
073086748.jpg,,
093834046.jpg,,
018123307.jpg,religious activities,kneeling in church or at home praying
006649627.jpg,religious activities,kneeling in church or at home praying
074112065.jpg,,
057447311.jpg,,
084182878.jpg,,
013977238.jpg,,
079526731.jpg,occupation,police making an arrest standing
020162732.jpg,occupation,police making an arrest standing
016365594.jpg,occupation,police making an arrest standing
016426580.jpg,occupation,police making an arrest standing
081457472.jpg,occupation,police making an arrest standing
066519722.jpg,,
052306542.jpg,,
035883048.jpg,,
087720054.jpg,,
039244511.jpg,,
081659944.jpg,,
043913491.jpg,,
037694443.jpg,,
046267979.jpg,,
030137787.jpg,,
074760938.jpg,,
050272039.jpg,,
023221270.jpg,,
089957457.jpg,,
038389122.jpg,,
054355286.jpg,,
090647211.jpg,,
062423800.jpg,,
011689804.jpg,,
093983212.jpg,,
062770805.jpg,,
033490561.jpg,,
013927207.jpg,,
079402519.jpg,,
062007276.jpg,,
053346109.jpg,,
089389258.jpg,sports,curling
078859721.jpg,sports,curling
015167488.jpg,sports,curling
031172207.jpg,sports,curling
024848914.jpg,sports,curling
074394629.jpg,sports,curling
003353243.jpg,sports,curling
056988968.jpg,sports,curling
076245869.jpg,sports,curling
087676564.jpg,inactivity quiet/light,sitting quietly
034208175.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
082125730.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
011063174.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
084645229.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
012748866.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
039728729.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
079729537.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
014991743.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
022925140.jpg,,
072225257.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
072003654.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
064114763.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
069394844.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
054272444.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
025179906.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
034569599.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
018159772.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
090845056.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
058339179.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
040085142.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
046200580.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
094728334.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
015335140.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
058622983.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
050588868.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
061145424.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
001811018.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
087212391.jpg,occupation,truck driving loading and unloading truck tying down load standing walking and carrying heavy lo
093211828.jpg,water activities,swimming synchronized
056513318.jpg,water activities,swimming synchronized
069665082.jpg,water activities,swimming synchronized
092249938.jpg,water activities,swimming synchronized
070723863.jpg,water activities,swimming synchronized
015253904.jpg,,
057628836.jpg,,
060671505.jpg,,
042413067.jpg,,
073644424.jpg,,
093436701.jpg,,
092556851.jpg,,
045083937.jpg,,
011323805.jpg,,
098484120.jpg,,
083889809.jpg,,
012466268.jpg,,
092084188.jpg,,
086989636.jpg,walking,walking general
051883806.jpg,water activities,swimming synchronized
059127544.jpg,miscellaneous,sitting talking in person on the phone computer or text messaging light effort
039900270.jpg,inactivity quiet/light,sitting quietly
005476164.jpg,water activities,swimming synchronized
033519724.jpg,water activities,swimming synchronized
080285345.jpg,water activities,swimming synchronized
000463202.jpg,water activities,swimming synchronized
033349917.jpg,miscellaneous,standing miscellaneous
039816869.jpg,home activities,scrubbing floors
053739560.jpg,home activities,mopping standing light effort
091985562.jpg,home activities,mopping standing light effort
034634599.jpg,home activities,mopping standing light effort
034695320.jpg,home activities,mopping standing light effort
073750125.jpg,occupation,chambermaid hotel housekeeper making bed cleaning bathroom pushing cart
045221794.jpg,occupation,chambermaid hotel housekeeper making bed cleaning bathroom pushing cart
022460482.jpg,occupation,chambermaid hotel housekeeper making bed cleaning bathroom pushing cart
045243952.jpg,occupation,chambermaid hotel housekeeper making bed cleaning bathroom pushing cart
014085702.jpg,occupation,chambermaid hotel housekeeper making bed cleaning bathroom pushing cart
017638699.jpg,occupation,chambermaid hotel housekeeper making bed cleaning bathroom pushing cart
049836777.jpg,,
041892545.jpg,,
091484590.jpg,,
036239390.jpg,,
058058835.jpg,,
063226429.jpg,,
001309446.jpg,,
066353737.jpg,,
017803597.jpg,lawn and garden,implied walkingstanding - picking up yard light picking flowers or vegetables
096107032.jpg,lawn and garden,implied walkingstanding - picking up yard light picking flowers or vegetables
014866273.jpg,lawn and garden,gardening general moderate effort
041462412.jpg,lawn and garden,implied walkingstanding - picking up yard light picking flowers or vegetables
008534967.jpg,,
099687425.jpg,,
050219501.jpg,,
059538502.jpg,lawn and garden,gardening general moderate effort
006707648.jpg,miscellaneous,standing talking in person
074996047.jpg,miscellaneous,standing talking in person
020990559.jpg,miscellaneous,standing talking in person
089805429.jpg,miscellaneous,standing talking in person
020513964.jpg,sports,lawn bowling bocce ball outdoor
019068772.jpg,religious activities,serving food in church
003654967.jpg,religious activities,serving food in church
047206695.jpg,religious activities,serving food in church
056484113.jpg,religious activities,serving food in church
006570864.jpg,religious activities,serving food in church
077552762.jpg,religious activities,serving food in church
045328883.jpg,,
052439027.jpg,,
044076275.jpg,home activities,cooking or food preparation
040076306.jpg,home activities,cooking or food preparation
055964033.jpg,winter activities,skiing downhill
015524025.jpg,winter activities,skiing downhill
018192813.jpg,winter activities,skiing downhill
086178562.jpg,winter activities,skiing downhill
094611546.jpg,winter activities,skiing downhill
037330932.jpg,winter activities,skiing downhill
027074467.jpg,winter activities,skiing downhill
064399954.jpg,winter activities,skiing downhill
040873417.jpg,winter activities,skiing downhill
002538636.jpg,winter activities,skiing downhill
015615260.jpg,winter activities,skiing downhill
071597223.jpg,winter activities,skiing downhill
065892394.jpg,winter activities,skiing downhill
002709599.jpg,winter activities,skiing downhill
022197216.jpg,winter activities,skiing cross-country
023107480.jpg,winter activities,skiing cross-country
067189274.jpg,winter activities,skiing cross-country
001971054.jpg,winter activities,skiing cross-country
010410858.jpg,winter activities,skiing downhill
079991609.jpg,winter activities,skiing downhill
017854466.jpg,winter activities,skiing downhill
065274611.jpg,winter activities,skiing downhill
023818278.jpg,winter activities,skiing downhill
009944139.jpg,winter activities,skiing downhill
024317219.jpg,winter activities,skiing downhill
072226693.jpg,winter activities,skiing downhill
085569647.jpg,winter activities,skiing downhill
083021986.jpg,winter activities,skiing downhill
039718353.jpg,winter activities,skiing downhill
066808514.jpg,winter activities,skiing downhill
020498430.jpg,winter activities,skiing downhill
029314773.jpg,winter activities,skiing downhill
089633582.jpg,winter activities,skiing downhill
001300192.jpg,winter activities,skiing climbing up
008550853.jpg,winter activities,skiing climbing up
020788626.jpg,,
002653220.jpg,,
018143544.jpg,,
058304156.jpg,,
042142455.jpg,,
089267171.jpg,,
081744356.jpg,winter activities,skiing climbing up
034181735.jpg,winter activities,skiing climbing up
025942343.jpg,winter activities,skiing climbing up
037969241.jpg,winter activities,skiing climbing up
059029494.jpg,winter activities,skiing climbing up
026806364.jpg,winter activities,skiing climbing up
062414891.jpg,winter activities,skiing climbing up
040941165.jpg,winter activities,skiing climbing up
055204718.jpg,winter activities,skiing climbing up
043612653.jpg,winter activities,skiing climbing up
029446576.jpg,winter activities,skiing climbing up
094845331.jpg,winter activities,skiing climbing up
076360579.jpg,winter activities,skiing climbing up
